objectid,title,artist,date,description,building,floorroom,location,formatoriginal,dimensions,type,format,value,donor,condition,number,old_objectid,filename,Missing?,display_template,object_location,image_small,image_thumb
campusart052,Villa of a Thousand Putti,David Giese,1980,A brown toned wall fragment of a sculpture depicting putti.,Prichard Gallery,Permanent Collection,Prichard Gallery Permanent Collection,"sculpture, flotage,concrete","approx. 44"" x 60"" x 9.5""",image;stillimage,image/jpg,"4,950",Edward and Susan Lieser,"edge damage,broken appendages and figures",70,151575blue,151575blue.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/151575blue.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/151575blue_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/151575blue_th.jpg
campusart053,Moscow mardi gras,Patricia Siler,1988,Black and white woodcut print depicting various figures and objects around a circular shape in the center. The piece is framed on light gray mat and in a metal frame. #8 of 10.,Prichard Gallery,Permanent Collection,Prichard Gallery Permanent Collection,woodcut,"36.25"" x 29"" framed",image;stillimage,image/jpg,500,"Moscow Mardi Gras, Inc.",some paper buckling,69,151576blue,151576blue.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/151576blue.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/151576blue_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/151576blue_th.jpg
campusart054,Wrecked cars,Kirk Lybecker,,Watercolor painting of cars stacked on top of one another in a lot. The piece is matted in white and in a thin silver metal frame.,Prichard Gallery,Permanent Collection,Prichard Gallery Permanent Collection,watercolor,"37"" x 28.25"" framed, 29"" x 21"" image",image;stillimage,image/jpg,,Kirk Lybecker,good,87,151577,151577.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/151577.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/151577_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/151577_th.jpg
campusart055,A pale green wall,Kirk Lybecker,1989,Watercolor painting of a light green wall and part of the street. This piece is matted in white and displayed in a silver thin metal frame.,Prichard Gallery,Cont Educ rm 109,Prichard Gallery Cont Educ rm 109,watercolor,"25.25"" x 32.5"" framed",image;stillimage,image/jpg,,Kirk Lybecker,good,88,151578blue,151578blue.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/151578blue.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/151578blue_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/151578blue_th.jpg
campusart056,Horses and Birds,Quenten Gregory,,Laminated print onto wood board depicting a horse and birds with trees and hills in the background. #13 of 250.,Prichard Gallery,Permanent Collection,Prichard Gallery Permanent Collection,laminated print,"14.25"" x 11.5""",image;stillimage,image/jpg,250,Peggy Pletcher,good,41,151579blue,151579blue.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/151579blue.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/151579blue_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/151579blue_th.jpg
campusart057,Abandoned windmill at squirrel creek,Fred Ochi,,Watercolor painting depicting a windmill and part of a building against a yellow background. This piece is matted in yellow and in a dark brown frame.,Prichard Gallery,Permanent Collection,Prichard Gallery Permanent Collection,watercolor,"33"" x 27"" framed",image;stillimage,image/jpg,"1,500",Peggy Pletcher,some buckling in the paper,90,151580blue,151580blue.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/151580blue.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/151580blue_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/151580blue_th.jpg
campusart058,A View from my Studio,Kirk Lybecker,,Watercolor painting depicting an alley scene with a dumpster.,Prichard Gallery,Permanent Collection,Prichard Gallery Permanent Collection,watercolor,"25"" x 40""",image;stillimage,image/jpg,"2,200",Kirk Lybecker,painting is rolled in cardboard tube,31,151880,151880.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/151880.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/151880_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/151880_th.jpg
campusart059,The Pig and the Nightstick,Stephen Glueckert,,"Mixed media assemblage sculpture with various figures that move and raise as the wheel is turned. The pieces include a blue man, a pair of black legs and a pink pig.",Prichard Gallery,Permanent Collection,Prichard Gallery Permanent Collection,"sculpture, mixed media assemblage","approx. 50"" x 32"" x 22""",image;stillimage,image/jpg,"3,000",,,72,152421,152421.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/152421.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/152421_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/152421_th.jpg
campusart060,"Dramatis Personae, Waiting in the wings",Glenn E Turner,1994,"Watercolor painting depicting a figure clothed in white with their hand out towards the viewer. The background is a combination of blue, gray, purple and white. A yellow and white cross hangs on the right. This piece is matted in linen and is displayed in a wood frame. It is the left panel out of three.",Hartung Theatre,lounge,Hartung Theatre lounge,watercolor,"48"" x 38"" x 2""",image;stillimage,image/jpg,"1,200",Bonese Collins Turner,good,101,162720,162720.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/162720.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/162720_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/162720_th.jpg
campusart061,"Dramatis Personae, Final Curtain",Glenn E Turner,1994,Watercolor painting depicting a figure taking a bow with a hat in his left hand. A red curtain is in the background. This piece is matted in linen and displayed in a wood frame. It is the center panel of three.,Hartung Theatre,lounge,Hartung Theatre lounge,watercolor,"48"" x 69"" x 2""",image;stillimage,image/jpg,"1,800",Bonese Collins Turner,good,103,162728,162728.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/162728.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/162728_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/162728_th.jpg
campusart062,"Dramatis Personae, Farewell the Jester",Glenn E Turner,1994,Watercolor painting depicting a figure with a pink jester hat and dressed in costume. In the background is a head and curtains. This is the right panel of three and the piece is framed in wood and matted in linen.,Hartung Theatre,lounge,Hartung Theatre lounge,watercolor,"48"" x 38"" x 2""",image;stillimage,image/jpg,"1,200",Bonese Collins Turner,good,102,162751,162751.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/162751.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/162751_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/162751_th.jpg
campusart063,"Yellow-Billed Magpie, Stellers Jay, Ultramarine Jay, Clark's Crow",J.J. Audubon,1837,"Lithograph depicting five birds including a Yellow Billed Magpie, Steller's Jay, and Ultramarine Jay",Library,special collections rm 004C pillar #3,Library special collections rm 004C pillar #3,offset lithographic print,"41.5"" x 29""",image;stillimage,image/jpg,300-800 appraised by Ray Esparsen 10/10/98,Unknown,excellent-appraisal by Ray Esparsen 10/10/98,5,165935,165935.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/165935.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/165935_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/165935_th.jpg
campusart064,Red Headed Woodpecker,J.J. Audubon,1836,Lithograph print depicting five Red Headed Woodpeckers on a stump.,Library,special collections rm 004C pillar #3,Library special collections rm 004C pillar #3,offset lithographic reproduction,"41.5"" x 29""",image;stillimage,image/jpg,300-800,Unknown,excellent-appraisal by Ray Esparsen 10/10/98,9,165936,165936.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/165936.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/165936_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/165936_th.jpg
campusart065,Hutchins's Barnacle Goose,J.J. Audubon,1958,Lithograph print depicting a Hutchins's Barnacle Goose.,Library,special collections rm 004C pillar #3,Library special collections rm 004C pillar #3,offset lithographic reproduction,"34"" x 28""",image;stillimage,image/jpg,300-800,Unknown,excellent-appraisal by Ray Esparsen 10-10-98,7,165986,165986.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/165986.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/165986_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/165986_th.jpg
campusart066,Great White Heron,J.J. Audubon,1835,Lithograph depicting a Great White Heron looking to the left. There is a body of water in the background.,Library,special collections rm 004C pillar #3,Library special collections rm 004C pillar #3,offset lithographic reproduction,"20"" x 26""",image;stillimage,image/jpg,300-800,Unknown,fair/good-appraised by Ray Esparsen 10/10/98,10,165987,165987.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/165987.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/165987_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/165987_th.jpg
campusart067,Tufted Auk,J.J. Audubon,1836,Lithograph depicting two Tufted Auks. The left one is looking ahead while the right one is looking to the left.,Library,special collections rm 004C pillar #3,Library special collections rm 004C pillar #3,offset lithographic reproduction,"27"" x 39.5""",image;stillimage,image/jpg,300-800,Unknown,excellent-appraisal by Ray Esparsen  10/10/98,6,165988,165988.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/165988.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/165988_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/165988_th.jpg
campusart068,Large billed Puffin (Mormon Glacialis),J.J. Audubon,1836,Lithograph depicting two large Billed Puffins. The left one is looking towards the right and the right puffin is in the water looking towards the left.,Library,special collections rm 004C pillar #3,Library special collections rm 004C pillar #3,offset lithographic reproduction,"27"" x 39.5""",image;stillimage,image/jpg,300-800,unknown,very good-appraised by Ray Esparsen 10/10/98,11,165989,165989.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/165989.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/165989_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/165989_th.jpg
campusart069,Virginia Rail,J.J. Audubon,1834,Lithograph depicting three Virginia Rail birds. The left bird is in the water. The center bird is reaching its bill towards a bug above it. The right bird is sitting on a rock formation. In the background are tall grasses.,Library,special collections rm 004C pillar #3,Library special collections rm 004C pillar #3,offset lithographic reproduction,"29"" x 42""",image;stillimage,image/jpg,300-800,Unknown,excellent-appraisal by Ray Esparsen 10/10/98,8,165990,165990.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/165990.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/165990_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/165990_th.jpg
campusart070,Rabbits,J.J. Audubon,1846,Lithograph print depicting three rabbits in grass.,Library,special collections rm 004C pillar #3,Library special collections rm 004C pillar #3,print/lithograph,"22 .5"" x 28.5""",image;stillimage,image/jpg,100-225,Unknown,excellent-appraisal by Ray Esparsen 10/10/98,20,165991,165991.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/165991.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/165991_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/165991_th.jpg
campusart071,Rabbit,J.J. Audubon,1845,Lithographic reproduction depicting a rabbit crouching underneath some leaves.,Library,special collections rm 004C pillar #3,Library special collections rm 004C pillar #3,commercial lithographic reproduction,"22.5"" x 28.5""",image;stillimage,image/jpg,125-225,Unknown,excellent-appraised by Ray Esparsen,19,165992,165992.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/165992.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/165992_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/165992_th.jpg
campusart072,Fox,J.J. Audubon,1843,Lithographic reproduction depicting a fox behind a dead bird.,Library,special collections rm 004C pillar #3,Library special collections rm 004C pillar #3,commercial lithographic reproduction,"12.5"" x 16""",image;stillimage,image/jpg,100-125,Unknown,fair-appraised by Ray Esparsen 10/10/98,46,165993,165993.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/165993.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/165993_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/165993_th.jpg
campusart073,Deer,J.J. Audubon,1848,Lithographic reproduction depicting two deer by a stream with trees in the background. The left one is drinking from the stream while the right deer is looking towards the left.,Library,special collections rm 004C pillar #3,Library special collections rm 004C pillar #3,commercial lithographic reproduction,"12.5"" x 16""",image;stillimage,image/jpg,100-125,Unknown,fair-appraised by Ray Esparsen 10/10/98,47,165994,165994.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/165994.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/165994_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/165994_th.jpg
campusart074,Mink,J.J. Audubon,1844,"Lithographic reproduction depicting two minks with trees, a cabin, and a body of water in the background. The mink in front is looking towards the viewer, while the mink furthest away is looking towards the left.  ",Library,special collections rm 004C pillar #3,Library special collections rm 004C pillar #3,commercial lithographic reproduction,"12.5"" x 16""",image;stillimage,image/jpg,100-125,Unknown,fair-appraised by Ray Esparsen,45,165995,165995.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/165995.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/165995_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/165995_th.jpg
campusart075,Glacier National Park,John Fery,,Landscape painting depicting a river and some trees. There are mountains and some snow in the background.,Library,second floor hallway,Library second floor hallway,oil on canvas,"92"" x 87""",image;stillimage,image/jpg,"50,000",,good,2,165996,165996.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/165996.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/165996_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/165996_th.jpg
campusart076,Untitled landscape,Ted Prichard,,"Landscape watercolor painting depicting some trees, a road, green hills, and mountains in the background. This piece is matted in white and displayed in a black metal frame.",Human Resources,Front desk,Human Resources Front desk,watercolor,"24.25"" x 27.25"" framed",image;stillimage,image/jpg,,Myrtle Rach,good,92,170722,170722.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/170722.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/170722_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/170722_th.jpg
campusart077,Paradise Ridge (Mountain and Valley),Alfred C. Dunn,1949,"Landscape watercolor painting depicting a road that leads to a few buildings, with hilly background. Trees appear along the road and in the background. It is displayed in a light wood frame.",Library,rm 402,Library rm 402,watercolor,"14"" x 20"" light wood frame",image;stillimage,image/jpg,"1,000",Ford Motor Company,good,17,172429_OLD_TAG_137950,172429_OLD_TAG_137950.bmp,,image,https://www.lib.uidaho.edu/digital/objects/campusart/172429_OLD_TAG_137950.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/small/172429_old_tag_137950_sm.jpg,https://www.lib.uidaho.edu/digital/objects/campusart/thumbs/172429_old_tag_137950_th.jpg
